Store,Date,Time,Term,Trans,SNAP_ID,Total Spent with SNAP,Total Spent on Fruit & Vegatables,Total Spent on Other Items,Value of Coupons Redeemed,Count of Coupons Redeemed,CASH,CHECKS,EBT,EBT-OTHER,WIC,CREDIT CARDS,DEBIT CARDS,OTHER TENDERS
6,20191018,153035,2,303,7284,168.49,53.45,115.04,5,1,0,0,168.49,0,0,0,0,0
6,20191018,154515,2,312,0,0,10.37,29.57,5,1,-50,0,0,0,0,0,89.94,0
6,20191018,165317,2,383,2226,18.67,6.17,12.5,5,1,0,0,18.67,0,0,0,0,0
9,20191018,111407,2,128,229,64.55,10.45,54.1,10,1,0,0,64.55,0,0,0,0,0
9,20191018,111619,2,129,229,5,15.96,-10.96,10,1,0,0,5,0,0,0,0,0
10,20191018,164753,35,93,0,0,19.78,93.24,10,1,0,0,0,0,0,0,113.02,0
1,20191019,105248,3,88,0,0,10.95,34.22,10,1,0,0,0,0,0,45.17,0,0
1,20191019,125306,1,62,4555,31.48,5.99,25.49,5,1,0,0,31.48,0,0,0,0,0
1,20191019,153937,4,212,0,0,23.71,33.99,5,1,0,0,0,0,18.33,0,39.37,0
2,20191019,102157,1,94,2914,17.37,6.29,22.93,5,1,0,0,17.37,0,0,0,11.85,0
2,20191019,144421,7,64,8632,92.09,7.65,85.41,5,1,0.97,0,92.09,0,0,0,0,0
2,20191019,150433,4,112,1125,82.19,17.5,70.77,5,1,0,0,82.19,0,0,0,6.08,0
4,20191019,145925,5,90,0,0,15.5,19.66,10,1,0,0,0,0,0,35.16,0,0
4,20191019,153211,5,114,0,0,11.95,-8.41,10,1,0,0,0,0,0,3.54,0,0
4,20191019,155018,4,276,0,0,20.69,17.33,10,1,-50,0,0,0,0,0,88.02,0
6,20191019,131348,2,189,1257,26.86,11.42,74.61,5,1,0,0,26.86,0,0,0,49.17,10
9,20191019,130848,8,156,229,20.61,12.85,7.76,5,1,0,0,20.61,0,0,0,0,0
9,20191019,191249,5,221,0,0,11.76,58.46,10,1,0,0,0,0,0,70.22,0,0
1,20191020,82022,1,23,799,36.14,6.11,30.03,5,1,0,0,36.14,0,0,0,0,0
1,20191020,135751,3,239,3038,13.6,13.66,2.56,10,1,2.62,0,13.6,0,0,0,0,0
1,20191020,151151,2,79,5080,72.16,17.3,76.14,10,1,0,0,72.16,0,0,0,21.28,0
2,20191020,130812,4,91,9064,72.63,19.14,53.49,10,1,0,0,72.63,0,0,0,0,0
2,20191020,151621,4,169,0,0,10.96,24.82,10,1,0,0,0,0,0,0,35.78,0
2,20191020,170843,5,157,381,128.95,33.09,112.93,10,1,17.07,0,128.95,0,0,0,0,0
4,20191020,141215,5,81,6962,158.96,15.46,155.46,10,1,0,0,158.96,0,0,11.96,0,0
4,20191020,142300,4,197,2167,40.73,16.7,24.03,5,1,0,0,40.73,0,0,0,0,0
4,20191020,152346,4,220,455,86.92,23.35,63.57,10,1,0,0,86.92,0,0,0,0,0
4,20191020,161948,5,182,6748,56.4,16.01,40.39,5,1,0,0,56.4,0,0,0,0,0
4,20191020,173809,36,67,6497,30.41,13.15,17.26,5,1,0,0,30.41,0,0,0,0,0
4,20191020,180616,2,280,4547,105.08,16.79,115.95,10,1,0,0,105.08,0,0,0,27.66,0
6,20191020,194952,2,281,0,0,10.36,21.75,10,1,0,0,0,0,0,22.11,0,10
9,20191020,110734,3,8,0,0,17.22,4.82,10,1,22.04,0,0,0,0,0,0,0
9,20191020,150140,3,145,0,0,28.02,22.27,10,1,0,0,0,0,0,50.29,0,0
10,20191020,91912,1,23,6337,97.06,8.84,88.22,5,1,0,0,97.06,0,0,0,0,0
10,20191020,163706,5,87,503,66.18,17.99,51.5,10,1,3.31,0,66.18,0,0,0,0,0
1,20191021,72114,1,7,5686,10.76,12,-1.24,10,2,0,0,10.76,0,0,0,0,0
1,20191021,110718,4,31,1617,16.49,11.97,4.52,10,1,0,0,16.49,0,0,0,0,0
1,20191021,124751,4,114,1159,18.25,15.68,2.57,10,1,0,0,18.25,0,0,0,0,0
1,20191021,132150,2,32,0,0,7.98,15.34,5,1,23.32,0,0,0,0,0,0,0
1,20191021,155548,4,245,5399,15.55,13.29,2.26,10,1,0,0,15.55,0,0,0,0,0
2,20191021,101158,3,14,3600,29.66,6.29,23.37,5,1,0,0,29.66,0,0,0,0,0
2,20191021,115124,36,30,0,0,10.45,-10,10,1,0.45,0,0,0,0,0,0,0
6,20191021,114352,2,98,0,0,14.58,-14.37,10,1,0.21,0,0,0,0,0,0,0
6,20191021,162309,3,80,3519,32.8,21.01,25.58,20,2,0,0,32.8,0,0,0,0,13.79
6,20191021,164419,3,88,2906,32.73,23.91,8.82,10,1,0,0,32.73,0,0,0,0,0
9,20191021,163129,5,170,1891,191.96,18.61,173.35,10,1,0,0,191.96,0,0,0,0,0
2,20191022,142704,2,162,127,2.93,9.07,-6.14,5,1,0,0,2.93,0,0,0,0,0
2,20191022,153347,1,183,0,0,5,-5,5,1,0,0,0,0,0,0,0,0
4,20191022,145459,4,75,2725,193.78,26.38,167.4,15,2,0,0,193.78,0,0,0,0,0
4,20191022,155127,5,87,54,17.08,14.31,2.77,10,1,0,0,17.08,0,0,0,0,0
6,20191022,162154,4,81,1607,29.15,10.86,18.29,5,1,0,0,29.15,0,0,0,0,0
6,20191022,164145,4,90,0,0,9.99,-5.04,5,1,4.95,0,0,0,0,0,0,0
6,20191022,175150,4,121,5562,74.51,19.72,54.79,10,1,0,0,74.51,0,0,0,0,0
10,20191022,115112,2,26,7217,71.82,18.01,63.45,10,1,9.64,0,71.82,0,0,0,0,0
1,20191023,171213,1,149,4555,16.23,14.83,1.4,10,1,0,0,16.23,0,0,0,0,0
2,20191023,151811,5,52,7567,94.56,20.01,74.55,5,1,0,0,94.56,0,0,0,0,0
4,20191023,131156,4,48,7203,48.9,18.4,37.71,10,1,0,0,48.9,0,0,7.21,0,0
4,20191023,132644,4,54,0,0,64.51,54.41,20,2,-40,158.27,0,0,0,0.65,0,0
4,20191023,164422,2,261,6170,14.57,14.21,0.36,5,1,0,0,14.57,0,0,0,0,0
4,20191023,174346,2,297,0,0,10.98,43.11,10,1,0,0,0,0,0,0,54.09,0
6,20191023,111319,36,24,0,0,16.67,-12.43,10,1,0,0,0,0,0,4.24,0,0
6,20191023,111931,5,66,7094,17.04,10.34,28.14,5,1,21.44,0,17.04,0,0,0,0,0
6,20191023,112452,5,69,0,0,12.21,8.26,10,1,0,0,0,0,0,0,20.47,0
9,20191023,161820,4,122,8563,5.32,5.75,-0.43,5,1,0,0,5.32,0,0,0,0,0
9,20191023,172726,2,99,0,0,12.14,1.12,5,1,0,0,0,0,0,0,13.26,0
10,20191023,164143,4,45,0,0,11.21,-0.19,10,1,0,0,0,0,0,0,11.02,0
1,20191024,111014,4,56,0,0,5.43,-5,5,1,0.43,0,0,0,0,0,0,0
1,20191024,145432,1,91,2666,32.73,14.77,17.96,10,1,0,0,32.73,0,0,0,0,0
1,20191024,183725,2,268,0,0,10.07,-5.42,10,2,0,0,0,0,0,0,4.65,0
2,20191024,113120,2,121,726,19.3,22.31,-1.57,10,1,1.44,0,19.3,0,0,0,0,0
2,20191024,195941,3,146,0,0,32.35,53.09,5,1,0,0,0,0,69.16,0,16.28,0
4,20191024,112045,3,87,91,29.99,26.36,3.63,20,2,0,0,29.99,0,0,0,0,0
4,20191024,180652,2,274,1007,25.34,14.82,15.01,10,1,4.49,0,25.34,0,0,0,0,0
4,20191024,200105,1,34,3599,20.55,12,8.55,10,1,0,0,20.55,0,0,0,0,0
4,20191024,211046,36,93,0,0,19.18,156.61,10,1,0,0,0,0,0,175.79,0,0
6,20191024,163626,4,269,2777,6.88,13.04,-6.16,10,1,0,0,6.88,0,0,0,0,0
6,20191024,165237,1,148,2777,2.8,5.6,-2.63,5,1,0.17,0,2.8,0,0,0,0,0
9,20191024,162011,3,97,177,58.93,19.66,45.65,10,1,6.38,0,58.93,0,0,0,0,0
10,20191024,195415,3,105,5450,7.68,13.87,-6.19,10,1,0,0,7.68,0,0,0,0,0
1,20191025,131917,3,187,9748,7.69,8.72,-1.03,5,1,0,0,7.69,0,0,0,0,0
1,20191025,163201,2,22,5845,14.03,6.94,7.09,5,1,0,0,14.03,0,0,0,0,0
1,20191025,195225,30,180,3054,0.43,10.43,-10,10,1,0,0,0.43,0,0,0,0,0
4,20191025,120724,5,32,2984,14.02,13.77,0.25,10,1,0,0,14.02,0,0,0,0,0
4,20191025,183538,4,277,8085,19.3,12.42,16.1,10,1,0,0,19.3,0,0,0,9.22,0
6,20191025,120800,4,59,0,0,8.71,-5.5,5,1,3.21,0,0,0,0,0,0,0
6,20191025,123514,4,86,3660,25,13.96,43.96,10,1,32.92,0,25,0,0,0,0,0
6,20191025,152031,3,41,0,0,6.78,59.07,5,1,11.4,0,0,0,4.45,0,50,0
6,20191025,164503,4,287,0,0,18.01,-6.04,15,2,11.97,0,0,0,0,0,0,0
6,20191025,173734,2,317,6580,31.07,12.98,31.07,10,2,0,0,31.07,0,12.98,0,0,0
6,20191025,192827,3,156,7781,58.44,5.97,60.61,5,1,0,0,58.44,0,0,0,0,8.14
9,20191025,125303,1,122,9236,23.52,11.85,40.9,10,1,0,0,23.52,0,0,0,29.23,0
9,20191025,125339,4,136,0,0,13.13,-10,10,2,3.13,0,0,0,0,0,0,0
9,20191025,134704,2,26,7571,141.96,12.49,129.47,10,1,0,0,141.96,0,0,0,0,0
9,20191025,153706,8,219,6848,34.28,18.54,38.3,10,1,22.56,0,34.28,0,0,0,0,0
9,20191025,153816,8,220,6848,16.88,26.88,-10,10,1,0,0,16.88,0,0,0,0,0
9,20191025,182301,7,219,8337,35.01,17.56,17.45,10,1,0,0,35.01,0,0,0,0,0
1,20191026,123127,1,107,0,0,13.95,-2.86,10,1,0,0,0,0,0,0,11.09,0
1,20191026,205803,72,142,4768,18.3,10.56,7.74,5,1,0,0,18.3,0,0,0,0,0
2,20191026,101645,1,98,0,0,6.29,21.33,5,1,0,0,0,0,0,0,27.62,0
2,20191026,162254,2,397,0,0,5.18,-5,5,1,0.18,0,0,0,0,0,0,0
2,20191026,183924,4,248,2798,32.03,22.62,17.39,10,1,0,0,32.03,0,0,7.98,0,0
2,20191026,190138,3,86,5080,33.66,20.35,14.88,10,1,1.57,0,33.66,0,0,0,0,0
4,20191026,101522,2,104,9354,42.94,18.19,29.6,15,2,0,4.85,42.94,0,0,0,0,0
4,20191026,123407,6,100,8855,25.92,29.75,-3.83,20,2,0,0,25.92,0,0,0,0,0
4,20191026,144553,6,165,6748,44,28.41,18.61,10,1,0,0,44,0,0,3.02,0,0
4,20191026,161200,5,58,0,0,21.16,37.46,10,1,0,0,0,0,0,0,58.62,0
4,20191026,182029,4,253,8085,29.02,16.05,12.97,10,1,0,0,29.02,0,0,0,0,0
6,20191026,135621,4,87,7094,19.25,14.87,22.6,10,1,18.22,0,19.25,0,0,0,0,0
6,20191026,164618,3,148,8641,31.2,11.26,27.97,5,1,0,0,31.2,0,0,8.03,0,0
6,20191026,191429,3,256,2906,32.84,14.56,49.39,10,1,0,0,32.84,0,0,0,31.11,0
9,20191026,154847,1,292,0,0,6.78,-5.49,5,1,1.29,0,0,0,0,0,0,0
10,20191026,121149,3,117,3541,30.05,15.78,14.27,10,1,0,0,30.05,0,0,0,0,0
10,20191026,123245,7,71,0,0,18.34,83.92,10,1,0,0,0,0,0,102.26,0,0
10,20191026,155003,5,70,9990,52.78,18.45,35.58,15,2,1.25,0,52.78,0,0,0,0,0
10,20191026,163316,7,239,6461,127.53,40.54,86.99,20,2,0,0,127.53,0,0,0,0,0
1,20191027,83447,1,29,0,0,16.23,-9.62,10,1,0,0,0,0,0,6.61,0,0
1,20191027,150617,3,299,3183,95.65,13.22,82.43,10,1,0,0,95.65,0,0,0,0,0
1,20191027,164031,3,368,0,0,12.07,-12.02,10,1,0.05,0,0,0,0,0,0,0
2,20191027,135638,1,178,8632,50.26,13.76,36.5,10,1,0,0,50.26,0,0,0,0,0
2,20191027,183904,3,147,9064,105.64,12.49,93.15,10,1,0,0,105.64,0,0,0,0,0
9,20191027,135756,6,81,229,57.33,27.44,29.89,10,1,0,0,57.33,0,0,0,0,0
10,20191027,102223,36,37,0,0,10,-10,10,1,0,0,0,0,0,0,0,0
1,20191028,83450,1,65,4691,15.38,10.24,5.14,10,1,0,0,15.38,0,0,0,0,0
1,20191028,90127,3,12,799,18.6,6.74,11.86,5,1,0,0,18.6,0,0,0,0,0
1,20191028,123103,4,83,0,0,8.12,-7.63,5,1,0.49,0,0,0,0,0,0,0
2,20191028,161803,3,4,0,0,15.52,6.08,10,1,21.6,0,0,0,0,0,0,0
4,20191028,120455,5,38,3591,4.85,13.95,3.67,10,1,0,0,4.85,0,12.77,0,0,0
4,20191028,160059,4,63,0,0,24.97,228.2,5,1,0,0,0,0,0,253.17,0,0
10,20191028,130414,3,130,6990,39.06,18.79,20.27,10,1,0,0,39.06,0,0,0,0,0
10,20191028,144359,73,89,0,0,5.48,-1.81,5,1,-20,0,0,0,0,0,23.67,0
1,20191029,123154,4,89,0,0,10.19,1.98,10,1,12.17,0,0,0,0,0,0,0
2,20191029,212135,3,167,0,0,11.02,-3.48,10,1,0,0,0,0,0,0,0,7.54
4,20191029,110501,1,3,9146,24.32,11.7,12.62,5,1,0,0,24.32,0,0,0,0,0
4,20191029,151229,36,72,0,0,10.64,-10,10,1,0.64,0,0,0,0,0,0,0
4,20191029,183831,4,220,8085,11.27,11.5,-0.23,10,1,0,0,11.27,0,0,0,0,0
6,20191029,172240,2,254,0,0,8.21,-1.01,5,1,7.2,0,0,0,0,0,0,0
6,20191029,182626,2,284,223,17.89,16.94,0.95,10,1,0,0,17.89,0,0,0,0,0
6,20191029,183306,3,177,2856,2.34,11.16,-8.48,10,1,0,0,2.34,0,0,0,0.34,0
10,20191029,112653,3,106,5450,22.05,20.95,26.5,5,1,0,0,22.05,0,25.4,0,0,0
1,20191030,125616,4,122,5845,11.8,7.45,4.35,5,1,0,0,11.8,0,0,0,0,0
1,20191030,132113,4,139,0,0,11.32,9.1,10,1,20.42,0,0,0,0,0,0,0
1,20191030,144024,2,65,6222,29.73,10.48,19.25,5,1,0,0,29.73,0,0,0,0,0
1,20191030,145219,2,70,9748,6.27,5.49,0.78,5,1,0,0,6.27,0,0,0,0,0
2,20191030,182502,3,59,0,0,25.98,-9.45,10,1,0,0,0,0,0,0,0,16.53
9,20191030,142938,7,222,0,0,20.34,24.41,10,1,0,0,0,0,0,0,44.75,0
9,20191030,172742,3,60,0,0,12.66,-5.91,10,1,6.75,0,0,0,0,0,0,0
1,20191031,143522,4,161,1617,7.06,13.08,-6.02,10,1,0,0,7.06,0,0,0,0,0
6,20191031,170637,36,61,0,0,18.77,16.66,10,1,0,0,0,0,0,0,35.43,0
9,20191031,144720,6,134,372,67.1,19.69,47.41,10,1,0,0,67.1,0,0,0,0,0
9,20191031,162950,3,130,0,0,16.62,67.55,10,1,0,84.17,0,0,0,0,0,0
1,20191101,133513,4,68,9748,13.41,8.39,5.02,5,1,0,0,13.41,0,0,0,0,0
1,20191101,142521,4,95,2666,20.68,15.65,5.03,10,1,0,0,20.68,0,0,0,0,0
2,20191101,133335,6,42,5080,27.88,18.45,9.43,10,1,0,0,27.88,0,0,0,0,0
2,20191101,134331,4,100,0,0,33.61,35,10,1,0,0,0,0,0,68.61,0,0
4,20191101,183813,3,274,8085,16.33,16.81,0.39,10,1,0.87,0,16.33,0,0,0,0,0
6,20191101,112336,6,41,7094,21.58,16.1,37.63,10,1,0,0,21.58,0,0,0,32.15,0
6,20191101,175640,2,305,7925,8.13,10.33,-2.2,5,1,0,0,8.13,0,0,0,0,0
6,20191101,181710,2,320,2226,22.29,10.98,20.7,5,1,9.39,0,22.29,0,0,0,0,0
1,20191102,155939,3,223,4671,88.25,6.74,81.51,5,1,0,0,88.25,0,0,0,0,0
2,20191102,71815,73,3,0,0,6.03,11.81,5,1,17.84,0,0,0,0,0,0,0
4,20191102,142525,5,194,7791,18.99,16.13,2.86,10,1,0,0,18.99,0,0,0,0,0
6,20191102,72650,1,12,0,0,15.53,36.44,10,1,0,0,0,0,0,0,51.97,0
10,20191102,205158,1,305,9274,9.29,25.62,-16.33,10,1,0,0,9.29,0,0,0,0,0
1,20191103,94146,3,44,4691,12.38,11.39,0.99,10,1,0,0,12.38,0,0,0,0,0
1,20191103,132644,2,33,4490,32.83,14.03,18.8,5,1,0,0,32.83,0,0,0,0,0
1,20191103,143655,2,87,0,0,17.91,-11.9,10,1,0,0,0,0,0,0,6.01,0
2,20191103,154357,36,91,0,0,10.32,-1.57,10,1,0,0,0,0,0,0,8.75,0
4,20191103,165948,5,393,4278,88.28,17.6,75.74,5,1,5.06,0,88.28,0,0,0,0,0
6,20191103,140804,5,167,0,0,16.18,-4.1,10,1,0,0,0,0,0,12.08,0,0
6,20191103,150152,36,67,1607,67.5,9.86,59.63,5,1,1.99,0,67.5,0,0,0,0,0
9,20191103,102448,6,13,1857,34.64,19.81,14.83,5,1,0,0,34.64,0,0,0,0,0
9,20191103,135119,1,162,0,0,17.5,39.12,10,1,-20,0,0,0,0,0,76.62,0
10,20191103,131239,1,240,9274,51.58,15.78,35.8,5,1,0,0,51.58,0,0,0,0,0
1,20191104,85411,3,6,4691,11.89,11.23,0.66,10,1,0,0,11.89,0,0,0,0,0
1,20191104,123132,4,103,9748,13.91,7.66,6.25,5,1,0,0,13.91,0,0,0,0,0
1,20191104,143416,3,153,5845,2.69,7.37,-4.68,5,1,0,0,2.69,0,0,0,0,0
1,20191104,174945,3,269,9673,163.94,49.41,120.73,35,4,0,0,163.94,0,0,6.2,0,0
2,20191104,183009,3,172,8532,307.72,11.87,295.85,10,1,0,0,307.72,0,0,0,0,0
4,20191104,111308,2,88,7425,59.13,7.33,51.8,5,1,0,0,59.13,0,0,0,0,0
4,20191104,140457,5,129,54,113.49,14.26,101.53,10,1,0.09,0,113.49,0,0,0,2.21,0
4,20191104,171614,3,250,4157,9.32,14.67,-5.35,10,1,0,0,9.32,0,0,0,0,0
6,20191104,132601,5,156,7094,31.49,12.72,40.2,10,1,0,0,31.49,0,0,0,21.43,0
6,20191104,134853,3,150,6258,46.11,23.35,22.76,10,1,0,0,46.11,0,0,0,0,0
9,20191104,141616,1,88,2525,31.86,20.72,11.14,10,1,0,0,31.86,0,0,0,0,0
10,20191104,144924,1,186,381,170.01,26.77,143.24,10,1,0,0,170.01,0,0,0,0,0
10,20191104,152857,3,177,8640,84.74,10.63,74.11,5,1,0,0,84.74,0,0,0,0,0
1,20191105,201713,2,217,3183,8.2,15.01,55.14,10,1,0,0,8.2,0,0,61.95,0,0
2,20191105,153713,36,82,3787,22.21,7.56,19.42,5,1,4.77,0,22.21,0,0,0,0,0
6,20191105,163500,2,187,2226,92.94,17.19,83.15,10,1,0,0,92.94,0,0,7.4,0,0
9,20191105,102458,6,12,2716,59.86,18.47,59.09,5,1,0,0,59.86,0,17.7,0,0,0
9,20191105,143214,36,119,0,0,5.98,-5.98,5,1,0,0,0,0,0,0,0,0
10,20191105,133451,2,303,9274,0.99,12,-11.01,10,1,0,0,0.99,0,0,0,0,0
10,20191105,173128,4,82,5450,10.48,12.08,-1.6,10,1,0,0,10.48,0,0,0,0,0
1,20191106,144213,4,164,2666,41.66,14.21,27.45,10,1,0,0,41.66,0,0,0,0,0
1,20191106,161318,4,226,4164,4.13,11.74,-7.61,10,1,0,0,4.13,0,0,0,0,0
1,20191106,193756,2,253,8615,32.07,14.92,23.03,10,1,5.88,0,32.07,0,0,0,0,0
2,20191106,93205,1,98,2914,26.02,7.88,23.11,5,1,0,0,26.02,0,0,0,4.97,0
2,20191106,134107,2,120,0,0,11.4,-10,10,1,1.4,0,0,0,0,0,0,0
4,20191106,152825,5,83,0,0,7.98,-7.98,5,1,0,0,0,0,0,0,0,0
6,20191106,102117,3,79,9641,38.91,20.68,50.32,10,1,0,0,38.91,0,32.09,0,0,0
6,20191106,135325,3,245,899,123.05,7.14,115.91,5,1,0,0,123.05,0,0,0,0,0
6,20191106,162927,2,57,5713,86.61,5.71,80.9,5,1,0,0,86.61,0,0,0,0,0
9,20191106,151310,7,166,7791,36.7,10.03,26.67,10,1,0,0,36.7,0,0,0,0,0
10,20191106,100843,2,77,0,0,13.24,-9.56,10,1,3.68,0,0,0,0,0,0,0
1,20191107,131756,4,170,1617,18.88,8.9,9.98,5,1,0,0,18.88,0,0,0,0,0
1,20191107,202642,2,165,5708,66.56,14.48,57.89,10,1,5.81,0,66.56,0,0,0,0,0
4,20191107,131550,4,145,0,0,19.08,90.84,10,1,0,0,0,0,0,69.92,0,40
4,20191107,132023,3,189,0,0,6.39,38.1,5,1,0,0,0,0,0,44.49,0,0
4,20191107,144902,5,42,8085,43.6,22.31,21.29,20,2,0,0,43.6,0,0,0,0,0
4,20191107,155832,1,16,1036,38.99,12.22,26.77,10,1,0,0,38.99,0,0,0,0,0
4,20191107,191648,3,355,9354,44.81,13.72,42.16,10,1,11.07,0,44.81,0,0,0,0,0
6,20191107,173130,2,66,7063,48.41,8.59,39.82,5,1,0,0,48.41,0,0,0,0,0
9,20191107,190621,2,113,2737,55.46,11.2,44.26,10,1,0,0,55.46,0,0,0,0,0
1,20191108,111925,4,9,1159,14.89,14.78,0.11,10,1,0,0,14.89,0,0,0,0,0
1,20191108,125604,3,178,4555,15.97,14.99,0.98,10,1,0,0,15.97,0,0,0,0,0
2,20191108,145526,4,110,7217,55.62,19.55,57.51,10,1,0,0,55.62,0,0,0,21.44,0
4,20191108,95654,3,95,8855,4.78,11.01,-6.23,10,1,0,0,4.78,0,0,0,0,0
4,20191108,124636,5,31,9002,30.23,7.98,22.25,5,1,0,0,30.23,0,0,0,0,0
4,20191108,155046,3,253,3599,37.91,12.39,25.52,10,1,0,0,37.91,0,0,0,0,0
4,20191108,192351,3,424,8085,16.42,15.32,1.1,10,1,0,0,16.42,0,0,0,0,0
6,20191108,113757,1,85,0,0,13.44,43.59,10,1,57.03,0,0,0,0,0,0,0
6,20191108,125247,1,129,0,0,11.07,-8.16,10,1,0,0,0,0,0,2.91,0,0
9,20191108,161814,5,176,1191,1.96,13.96,-12,10,1,0,0,1.96,0,0,0,0,0
10,20191108,155803,4,156,0,0,13.2,-9.87,10,1,0,0,0,0,0,3.33,0,0
1,20191109,141325,2,256,799,26.8,10.1,16.7,5,1,0,0,26.8,0,0,0,0,0
1,20191109,154550,4,9,4671,16.57,9.62,6.95,5,1,0,0,16.57,0,0,0,0,0
1,20191109,180230,4,106,0,0,13.91,-9.53,10,1,4.38,0,0,0,0,0,0,0
1,20191109,205103,2,541,8975,3.6,15.12,-4.73,10,1,6.79,0,3.6,0,0,0,0,0
2,20191109,121429,2,62,0,0,13.21,-4.72,10,1,0,0,0,0,0,8.49,0,0
4,20191109,123842,4,161,7834,179.39,24.49,154.9,10,1,0,0,179.39,0,0,0,0,0
4,20191109,161735,5,266,6485,146.62,11.93,149.23,5,1,4.54,0,146.62,0,0,0,0,10
6,20191109,173602,2,344,6920,24.98,13.09,11.89,10,1,0,0,24.98,0,0,0,0,0
6,20191109,193324,2,410,0,0,7.84,45.55,5,1,53.39,0,0,0,0,0,0,0
9,20191109,155542,8,207,229,28.21,18.48,9.73,10,1,0,0,28.21,0,0,0,0,0
10,20191109,103300,2,70,0,0,5.73,41.41,5,1,47.14,0,0,0,0,0,0,0
10,20191109,121854,1,168,6990,84.45,19.08,65.37,10,1,0,0,84.45,0,0,0,0,0
1,20191110,182239,2,131,0,0,14.04,-9.73,10,1,0,0,0,0,0,4.31,0,0
2,20191110,180346,3,63,1491,71.81,10.4,61.41,5,1,0,0,71.81,0,0,0,0,0
2,20191110,191006,73,142,0,0,16.92,-12.08,10,1,4.84,0,0,0,0,0,0,0
4,20191110,193632,3,192,4547,98.43,20.82,110.4,10,1,0,0,98.43,0,0,0,32.79,0
6,20191110,105652,2,120,4709,23.07,8,15.07,5,1,0,0,23.07,0,0,0,0,0
6,20191110,135409,6,29,223,41.74,17.78,23.96,10,1,0,0,41.74,0,0,0,0,0
6,20191110,153106,4,27,0,0,12.12,-3.94,10,1,0.86,0,0,0,0,0,0,7.32
9,20191110,134753,6,80,0,0,10.46,2.54,10,1,13,0,0,0,0,0,0,0
9,20191110,141226,7,78,8855,1.99,11.99,-10,10,1,0,0,1.99,0,0,0,0,0
9,20191110,181817,6,183,265,242.42,15.52,226.9,10,1,0,0,242.42,0,0,0,0,0
9,20191110,184536,7,195,2525,37.02,13.01,24.01,10,1,0,0,37.02,0,0,0,0,0
1,20191111,142955,3,248,5838,32.16,11.67,20.49,10,1,0,0,32.16,0,0,0,0,0
2,20191111,91726,1,61,726,16.01,15,5.44,10,1,4.43,0,16.01,0,0,0,0,0
2,20191111,94002,1,73,2914,13.74,7.98,5.76,5,1,0,0,13.74,0,0,0,0,0
2,20191111,102114,2,13,9627,41.21,12.97,28.24,10,1,0,0,41.21,0,0,0,0,0
2,20191111,160808,4,254,3492,75.42,24.33,59.26,10,1,8.17,0,75.42,0,0,0,0,0
4,20191111,115544,5,52,9674,13.92,14.66,-0.74,10,1,0,0,13.92,0,0,0,0,0
6,20191111,164259,2,53,3877,64.55,19.76,44.79,5,1,0,0,64.55,0,0,0,0,0
9,20191111,162248,5,155,5080,183.08,17.41,203.98,10,1,0,0,183.08,0,0,0,38.31,0
9,20191111,171139,4,153,7791,36.39,27.17,9.22,10,1,0,0,36.39,0,0,0,0,0
10,20191111,145252,4,297,0,0,18.89,-13.84,15,2,0,0,0,0,0,0,5.05,0
10,20191111,155355,4,353,8640,118.31,31.09,87.22,10,1,0,0,118.31,0,0,0,0,0
1,20191112,83524,1,30,860,18.36,7.98,10.38,5,1,0,0,18.36,0,0,0,0,0
4,20191112,180550,4,205,6170,60.47,12.68,47.79,5,1,0,0,60.47,0,0,0,0,0
4,20191112,184647,3,379,3599,27.47,11.94,18.38,10,1,-20,0,27.47,0,0,0,22.85,0
4,20191112,192650,3,410,6748,20.24,19.31,8.21,10,1,7.28,0,20.24,0,0,0,0,0
6,20191112,103012,1,65,223,134.13,21.07,113.06,10,1,0,0,134.13,0,0,0,0,0
6,20191112,152706,2,11,0,0,5.16,-5,5,1,0.16,0,0,0,0,0,0,0
6,20191112,180032,72,116,7269,20.24,15.6,4.64,10,1,0,0,20.24,0,0,0,0,0
9,20191112,145606,3,11,0,0,6.64,11.8,5,1,0,0,0,0,0,18.44,0,0
9,20191112,152554,6,187,0,0,7.98,-7,5,1,0.98,0,0,0,0,0,0,0
9,20191112,185252,1,95,8337,142.35,17.95,124.4,10,1,0,0,142.35,0,0,0,0,0
10,20191112,170959,5,338,8541,113.36,15.81,97.55,10,1,0,0,113.36,0,0,0,0,0
1,20191113,121937,2,99,4691,14.52,11.53,2.99,10,1,0,0,14.52,0,0,0,0,0
4,20191113,135240,3,196,0,0,22.77,15.35,10,1,0,0,0,0,0,0,38.12,0
4,20191113,164621,4,243,1007,12.9,8.19,4.71,5,1,0,0,12.9,0,0,0,0,0
9,20191113,91035,1,36,6903,16.28,6.29,9.99,5,1,0,0,16.28,0,0,0,0,0
10,20191113,194900,5,181,0,0,18.72,15.69,5,1,0,0,0,0,0,0,34.41,0
10,20191113,195752,3,300,1517,13.46,12.67,0.79,10,1,0,0,13.46,0,0,0,0,0
1,20191114,81900,1,34,4948,27.77,16.46,11.31,10,1,0,0,27.77,0,0,0,0,0
1,20191114,140136,4,124,1617,29.14,8.61,20.53,5,1,0,0,29.14,0,0,0,0,0
1,20191114,150243,4,151,2666,31.56,11.96,19.6,10,1,0,0,31.56,0,0,0,0,0
2,20191114,143818,1,169,3600,24.91,8.65,27.01,5,1,0,0,24.91,0,0,0,10.75,0
